imdb_id,poster_path,original_title,year_of_release,runtime,genres,imdb_rating,imdb_votes,actors,wins_nominations,release_date
tt0298952,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Kasum_Khoon_Ki.jpg/220px-Kasum_Khoon_Ki.jpg,Kasum Khoon Ki,1977,\N,Action|Thriller,5.4,8,Asrani|Prem Chopra|Tarun Ghosh|Aruna Irani|Farida Jalal|Jankidas|Jeetendra|Shakti Kapoor|Amjad Khan|Raj Kishore|Roopesh Kumar|Sujit Kumar|Murad|Sulakshana Pandit|,,
tt0076259,https://upload.wikimedia.org/wikipedia/en/3/32/Khoon_Pasina.jpg,Khoon Pasina,1977,210,Action|Drama,6.3,330,Amitabh Bachchan|Vinod Khanna|Rekha|Nirupa Roy|Helen|,,21 January 1977 (India)
tt0363739,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Khel_Khilari_Ka.jpg/220px-Khel_Khilari_Ka.jpg,Khel Khilari Ka,1977,90,Action|Thriller,6.3,42,Dharmendra|Shabana Azmi|Dhruv|Dev Kumar|Narendra Nath|Mehmood Jr.|Komilla Virk|Ravi|Johnny Walker|Sujata Bakshi|Bharat Bhushan|Shyama|Sajjan|Hiralal|,,18 April 1977 (India)
tt0215902,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Kinara.jpg/220px-Kinara.jpg,Kinara,1977,139,Drama|Romance,6.7,105,Jeetendra|Hema Malini|Dharmendra|Shreeram Lagoo|Keshto Mukherjee|Leela Mishra|Om Shivpuri|,1 nomination,
tt0311401,,Kissaa Kursee Kaa,1978,142,Drama,7.2,109,Shabana Azmi|Raj Babbar|Chaman Bagga|Utpal Dutt|Raj Kiran|Katy Mirza|Surekha Sikri|Manohar Singh|Rehana Sultan|,,16 February 1978 (India)
tt0215907,https://upload.wikimedia.org/wikipedia/en/7/72/KitaabFilmPoster.jpg,Kitaab,1977,124,Drama,7.4,170,Uttam Kumar|Vidya Sinha|Shreeram Lagoo|Raju Shrestha|Master Tito|Lucky Ali|Pankaj|Anees|Indrani Mukherjee|Ram Mohan|Dina Pathak|Keshto Mukherjee|Asit Kumar Sen|T.P. Jain|,,31 December 1977 (India)
tt0244596,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Kotwal_Saab.jpg/220px-Kotwal_Saab.jpg,Kotwal Saab,1977,\N,Action|Crime|Drama,6,20,Shatrughan Sinha|Aparna Sen|Sudhir|Raza Murad|David Abraham|Utpal Dutt|Asrani|Kanu Roy|Amol Sen|Jerry|Mridula Rani|Siddharth|Anand Pal|Masterji|,,1 June 1977 (India)
tt0382825,https://upload.wikimedia.org/wikipedia/en/e/e5/Mahabadmaashfilm.png,Maha Badmaash,1977,\N,Action|Crime|Thriller,5.3,12,Vinod Khanna|Neetu Singh|,,
tt0357890,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/MamaBhanjafilm.png/220px-MamaBhanjafilm.png,Mama Bhanja,1977,\N,Comedy|Drama|Family,6.6,16,Shammi Kapoor|Randhir Kapoor|Parveen Babi|Asha Sachdev|Nadira|Raj Kishore|Ram Mohan|Lalita Pawar|Hari Shivdasani|Moolchand|Jagdish Raj|Ghanshyam Rohera|Master Sailesh|Randhir|,,
tt0369746,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/1977Mukti.jpg/220px-1977Mukti.jpg,Mukti,1977,150,Crime|Drama|Romance,7.2,40,Shashi Kapoor|Sanjeev Kumar|Vidya Sinha|Deven Verma|Master Bittoo|Bindiya Goswami|A.K. Hangal|Anju Mahendru|Kader Khan|Dev Kumar|D.K. Sapru|Murad|Brahm Bhardwaj|Pinchoo Kapoor|,,14 August 1977 (India)
tt0076515,https://upload.wikimedia.org/wikipedia/en/1/1a/Paapi.jpg,Paapi,1977,\N,Action|Crime|Drama,7.5,43,Sunil Dutt|Sanjeev Kumar|Zeenat Aman|Reena Roy|Prem Chopra|Padma Khanna|Madan Puri|Iftekhar|Durga Khote|Jagdish Raj|Jatin|Appi Umrani|Moolchand|Dhanraj|,,
tt0165907,,Paheli,1977,131,Drama|Family,7.8,28,Satyajeet|Nameeta Chandra|Abka Chuliya|Arun Govil|Durga Khote|A.K. Hangal|Leela Mishra|Dina Pathak|,,
tt0299078,https://upload.wikimedia.org/wikipedia/en/thumb/8/87/Palkon_Ki_Chhaon_Mein.jpg/220px-Palkon_Ki_Chhaon_Mein.jpg,Palkon Ki Chhaon Mein,1977,127,Drama|Family,7.7,59,Rajesh Khanna|Hema Malini|Asrani|Farida Jalal|Kanhaiyalal Chaturvedi|Leela Mishra|Raju Shrestha|Sharma|Pratima Devi|Dhumal|Shahid Bijnori|Sunder|Amjad Khan|Jeetendra|,,4 November 1977 (India)
tt1176126,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Pandit_Aur_Pathan.jpg/220px-Pandit_Aur_Pathan.jpg,Pandit Aur Pathan,1977,\N,Action|Crime|Drama,5.9,7,Kiran Kumar|Nazneen|Mehmood|Joginder Shelly|Dheeraj Kumar|Rita Haskar|,,
tt0076527,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Parvarish%2C_1977_Hindi_film.jpg/220px-Parvarish%2C_1977_Hindi_film.jpg,Parvarish,1977,162,Action|Crime|Drama,6.9,813,Shammi Kapoor|Amitabh Bachchan|Vinod Khanna|Neetu Singh|Shabana Azmi|Kader Khan|Amjad Khan|Dev Kumar|Indrani Mukherjee|Heena Kausar|Master Ratan|Master Tito|Chand Usmani|Sheikh|,,11 November 1977 (India)
tt0158179,,Safed Jhoot,1978,\N,Comedy|Drama|Family,5.4,20,Ashok Kumar|Vinod Mehra|Mithu Mukherjee|Amol Palekar|Vidya Sinha|Deven Verma|,,
tt0152080,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Priyatama.jpg/220px-Priyatama.jpg,Priyatama,1978,120,Romance,6.6,39,Jeetendra|Neetu Singh|Rakesh Roshan|Utpal Dutt|Asha Sachdev|I.S. Johar|Asrani|Deven Verma|,1 win,8 September 1978 (Portugal)
tt0154838,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Manmadha_Leelai.jpg/220px-Manmadha_Leelai.jpg,Manmatha Leelai,1976,161,Comedy|Musical|Romance,7.4,89,Kamal Haasan|,,27 February 1976 (India)
tt0368194,,Ram Bharose,1977,130,Comedy,6.7,17,Randhir Kapoor|Rekha|Amjad Khan|Dara Singh|Keshto Mukherjee|Kanan Kaushal|Madan Puri|Nasir Hussain|Sujit Kumar|Raza Murad|Tom Alter|Sailesh Kumar|Gajanan Jagirdar|Jagdish Raj|,,
tt0076696,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Chess_players.jpg/220px-Chess_players.jpg,Shatranj Ke Khilari,1977,129,Comedy|Drama|History,7.7,2758,Sanjeev Kumar|Saeed Jaffrey|Shabana Azmi|Farida Jalal|Veena|David Abraham|Victor Banerjee|Farooq Shaikh|Tom Alter|Leela Mishra|Barry John|Samarth Narain|Bhudo Advani|Kamu Mukherjee|,3 wins & 2 nominations,3 October 1977 (India)
tt0155135,https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Saheb_Bahadur.jpg/220px-Saheb_Bahadur.jpg,Saheb Bahadur,1977,\N,Comedy,6.7,21,Dev Anand|Priya Rajvansh|Ajit|Om Prakash|,,
tt0274086,,Shankar Hussain,1977,\N,Drama,6.6,13,Pradeep Kumar|Kanwaljit Singh|Madhu Chanda|Suhali|Gajanan Jagirdar|Shreeram Lagoo|Jalal Agha|,,
tt0316733,,Taxi Taxie,1977,123,Adventure|Comedy|Drama,6.2,31,Amol Palekar|Zaheera|Reena Roy|Rama Vij|,,
tt0300475,,Shirdi Ke Sai Baba,1977,140,Biography|Drama,6.8,201,Sudhir Dalvi|Manoj Kumar|Rajendra Kumar|Hema Malini|Shatrughan Sinha|Raj Mehra|,,
tt0275748,https://upload.wikimedia.org/wikipedia/en/7/7d/Tyaag_1977.jpg,Tyaag,1977,\N,Drama|Romance,7.4,26,Rajesh Khanna|Sharmila Tagore|Prem Chopra|Sulochana Latkar|Mukri|Master Tito|Asit Kumar Sen|Murad|Bindu|Kamal Kapoor|Dheeraj Kumar|Sona Mastan Mirza|Amrit Patel|Tun Tun|,,
tt0157199,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Yaaron_Ka_Yaar.jpg/240px-Yaaron_Ka_Yaar.jpg,Yaaron Ka Yaar,1977,150,Action,7.1,8,Shatrughan Sinha|Leena Chandavarkar|Prem Nath|Achala Sachdev|Ramesh Deo|Indrani Mukherjee|Tiwari|Master Tito|Helen|Yunus Parvez|Raja Duggal|Aarti|Nana Palsikar|Asit Kumar Sen|,,1 January 1977 (India)
tt0276628,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Yehi_Hai_Zindagi.jpg/220px-Yehi_Hai_Zindagi.jpg,Yehi Hai Zindagi,1977,133,Comedy|Drama,6.4,104,Sanjeev Kumar|Utpal Dutt|David Abraham|Romesh Sharma|Ramesh Deo|Lucky Ali|Vikram Gokhale|Umesh Sharma|Adil|Rajbaldeo|J.N. Anand|V.D. Puranik|Prakash|Madhukar|,1 nomination,10 March 1977 (India)
tt0177497,,Aaj Ka Mahaatma,1976,170,Action|Romance,3.6,19,Randhir Kapoor|Rekha|Ranjeet|Bindu|Manmohan|Manmohan Krishna|Kumud Chuggani|Purnima|M.B. Shetty|Keshav Rana|Abhimanyu Sharma|Keshto Mukherjee|Sanjana|Dilip Dutt|,,
tt0177498,https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/Aaj_Ka_Ye_Ghar.jpg/220px-Aaj_Ka_Ye_Ghar.jpg,Aaj Ka Ye Ghar,1976,\N,Drama,4.4,9,Jaymala Adarsh|Shreeram Lagoo|Romesh Sharma|Helen|Lalita Pawar|Baby Mona|Jalal Agha|Madan Puri|I.S. Johar|Chandrashekhar|Ramesh Deo|Master Tito|A.K. Hangal|Ilaben|,,
tt0178194,,Aap Beati,1976,145,Drama|Family,5.9,26,Shashi Kapoor|Hema Malini|Ashok Kumar|Nirupa Roy|Prem Nath|Aruna Irani|Helen|Asrani|Sujit Kumar|Madan Puri|Tun Tun|Piloo J. Wadia|Kumari Naaz|Dulari|,,
tt0149708,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Arjun_Pandit.jpg/220px-Arjun_Pandit.jpg,Arjun Pandit,1976,\N,Drama|Family,7.5,53,Sanjeev Kumar|Srividya|Ashok Kumar|Bindu|Vinod Mehra|Deven Verma|Sachin|Keshto Mukherjee|,2 wins,
tt0371558,https://upload.wikimedia.org/wikipedia/en/c/c6/Bairaag.jpg,Bairaag,1976,\N,Drama|Thriller,6.9,81,Dilip Kumar|Saira Banu|Leena Chandavarkar|Prem Chopra|Sujit Kumar|Madan Puri|Paidi Jairaj|Nasir Hussain|Paintal|Nasir Khan|Ruma Guha Thakurta|Kumari Naaz|Purnima|Leela Mishra|,1 nomination,
tt0157845,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Bajrangbali_%28film%29.jpg/220px-Bajrangbali_%28film%29.jpg,Bajrangbali,1976,176,Fantasy,7.7,70,Biswajit Chatterjee|Dara Singh|Moushumi Chatterjee|Mehmood|Prem Nath|,,22 September 1976 (India)
tt0152720,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Swami_%281977_film%29.jpg/220px-Swami_%281977_film%29.jpg,Swami,1977,129,Drama,6.7,117,Shabana Azmi|Girish Karnad|Utpal Dutt|Dheeraj Kumar|Vikram Makandar|Deepak Kumar|,3 wins,
tt0237022,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Balika_Badhu%2C_1976_Hindi_film.jpg/220px-Balika_Badhu%2C_1976_Hindi_film.jpg,Balika Badhu,1976,111,Comedy|Drama|Romance,6.9,169,Sachin|Rajni Sharma|Asrani|A.K. Hangal|Prema Narayan|Urmila Bhatt|Paintal|Asit Kumar Sen|Om Shivpuri|Preeti Ganguli|Kajri|Master Panna|,2 wins,20 August 1976 (India)
tt0157358,,Barood,1976,140,Action|Crime|Drama,5.5,50,Rishi Kapoor|Reena Roy|Shoma Anand|Ashok Kumar|Ajit|Prem Chopra|Madan Puri|David Abraham|,,
tt0283934,,Bhala Manus,1976,\N,Drama|Romance,5.1,7,Randhir Kapoor|Neetu Singh|Aruna Irani|Om Shivpuri|Asrani|Komilla Virk|Birbal|Moolchand|Mushtaq Merchant|Mukri|,,
tt0297781,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Bhanwar76.jpg/220px-Bhanwar76.jpg,Bhanwar,1976,135,Drama|Romance,6.2,22,Ashok Kumar|Randhir Kapoor|Parveen Babi|Asrani|Aruna Irani|Ranjeet|Kamini Kaushal|Nadira|Madan Puri|Arpana Choudhary|Dhumal|Brahm Bhardwaj|Ashoo|Sulochana Chatterjee|,,7 May 1976 (India)
tt0360463,,Chalte Chalte,1976,100,Romance|Thriller,5.6,50,Simi Garewal|Vishal Anand|Nazneen|Shreeram Lagoo|Jagdish Raj|Chandrima Bhaduri|Ashalata Wabgaonkar|Ratan Gaurang|Hakim|N. Mehra|B. Parmeshwar|Ghanshyam Dubey|Jaswant|Jankidas|,,1976 (India)
tt0154265,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Bullet_%281976%29.jpg/220px-Bullet_%281976%29.jpg,Bullet,1976,124,Action|Crime|Thriller,6.9,67,Dev Anand|Parveen Babi|Rakesh Roshan|Kabir Bedi|Jyoti Bakshi|Shreeram Lagoo|Sonia Sahni|Jagdeep|Ranjan|Murad|Mohan Sherry|Ranjana Sachdev|Sheela|Barkha|,,28 December 1976 (India)
tt0231226,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Bundal_Baaz.jpg/220px-Bundal_Baaz.jpg,Bundal Baaz,1976,\N,Comedy|Fantasy|Romance,6.6,42,Rajesh Khanna|Shammi Kapoor|Sulakshana Pandit|Farida Jalal|Ranjeet|Johnny Walker|Lalita Pawar|Kamal Kapoor|Sulochana Latkar|Mukri|Tun Tun|V. Gopal|Viju Khote|Dev Kumar|,,
tt0268216,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Charasfilm.jpg/220px-Charasfilm.jpg,Charas,1976,159,Action|Thriller,6.5,150,Dharmendra|Hema Malini|Ajit|Amjad Khan|Aruna Irani|Asrani|Keshto Mukherjee|Sujit Kumar|Paidi Jairaj|D.K. Sapru|Sajjan|Sailesh Kumar|Madhumati|Manju|,,24 May 1976 (India)
tt0072777,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Chhoti_Si_Baat.jpg/220px-Chhoti_Si_Baat.jpg,Chhoti Si Baat,1976,123,Comedy|Romance,8.3,3263,Ashok Kumar|Vidya Sinha|Amol Palekar|Asrani|Nandita Thakur|Rajan Haksar|Ashim Kumar|Devendra Khandelwal|Baba Majgoakar|Noni Ganguly|C.S. Dubey|Amol Sen|R.S. Chopra|Sudarshan Sahni|,1 nomination,9 January 1976 (India)
tt0157460,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Chitchor_film.jpg/220px-Chitchor_film.jpg,Chitchor,1976,105,Drama|Musical|Romance,7.5,492,Amol Palekar|Zarina Wahab|Vijayendra Ghatge|A.K. Hangal|Dina Pathak|Raju Shrestha|,2 wins,
tt0293081,https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Deewaangee.jpg/220px-Deewaangee.jpg,Deewaangee,1976,168,Action|Crime|Drama,6.4,29,Shashi Kapoor|Zeenat Aman|Ranjeet|Helen|Mehmood Jr.|Madan Puri|Raju Shrestha|Narendra Nath|Manju Asrani|Viju Khote|Nawab|Ranvir Raj|Paresh Nanda|Sujata|,,
tt0074417,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/Do_Anjaane.jpg/220px-Do_Anjaane.jpg,Do Anjaane,1976,155,Drama,7,372,Amitabh Bachchan|Rekha|Prem Chopra|Pradeep Kumar|Utpal Dutt|Lalita Pawar|Jagdish Raj|Urmila Bhatt|Kanu Roy|Anup Kumar|Brahmachari|Prakash Thapa|Brahm Bhardwaj|Manik Dutt|,1 win,26 November 1976 (India)
tt0359135,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/Dus_Numbri_%28movie_poster%29.jpg/220px-Dus_Numbri_%28movie_poster%29.jpg,Dus Numbri,1976,\N,Action|Comedy|Drama,6.1,96,Manoj Kumar|Hema Malini|Prem Nath|Pran|Bindu|Kamini Kaushal|Om Shivpuri|David Abraham|Sajjan|Abhi Bhattacharya|Shyam Kumar|Ram Mohan|Shivraj|Kumud Tripathi|,,
tt0157572,,Ek Se Badhkar Ek,1976,158,Action|Comedy|Crime,7.5,34,Ashok Kumar|Raaj Kumar|Sharmila Tagore|Navin Nischol|Anwar Hussain|Deven Verma|Helen|Hiralal|David Abraham|Purnima|Gulam Hussain|Daljit Rao|M.B. Shetty|Dilip Dutt|,,18 September 1976 (India)
tt0452236,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Ginny_Aur_Johnny.jpg/220px-Ginny_Aur_Johnny.jpg,Ginny Aur Johny,1976,\N,Comedy|Drama|Family,7.3,73,Mehmood|Baby Ginni|Amjad Khan|Helen|Rajesh Khanna|Bhushan Tiwari|Nutan|Randhir Kapoor|Vinod Mehra|Rishi Kapoor|Hema Malini|Rakesh Roshan|Preeti Ganguli|Imtiaz Khan|,,
tt0073104,https://upload.wikimedia.org/wikipedia/en/9/98/Hera_Pheri_%281976%29.jpg,Hera Pheri,1976,164,Action|Comedy|Crime,6.9,867,Saira Banu|Vinod Khanna|Amitabh Bachchan|Sulakshana Pandit|Shreeram Lagoo|Pinchoo Kapoor|Paidi Jairaj|Yunus Parvez|Mac Mohan|Mohan Sherry|Urmila Bhatt|Goga Kapoor|Randhir|Vikas Anand|,,1 October 1976 (India)
tt0154663,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Jaaneman_%281976%29.jpg/220px-Jaaneman_%281976%29.jpg,Jaaneman,1976,110,Crime|Drama|Romance,6.6,45,Dev Anand|Hema Malini|Prem Nath|Ajit|Iftekhar|Durga Khote|Paintal|Gautam Sarin|Ranjan|Jankidas|Bharat Kapoor|Jagdish Raj|Hercules|Shamim Banu|,,30 July 1976 (India)
tt0392187,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/Jeevan_Jyoti.jpg/280px-Jeevan_Jyoti.jpg,Jeevan Jyoti,1976,136,Drama|Family,6.3,10,Vijay Arora|Bindiya Goswami|Rakesh Pandey|A.K. Hangal|Om Shivpuri|Satyendra Kapoor|Dulari|Dinesh Hingoo|,,1976 (India)
tt0367918,,Kabeela,1976,\N,Action|Adventure|Crime,6.4,15,Feroz Khan|Rekha|Kamini Kaushal|Imtiaz Khan|Prem Nath|Bindu|Surendra Nath|Habib|Dumasia|Nawab|Sonia|Sharat Saxena|Harbans Darshan M. Arora|Madan Verlley|,,20 October 1976 (India)
tt0074730,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Kabhi_Kabhie_film_poster.jpg/220px-Kabhi_Kabhie_film_poster.jpg,Kabhie Kabhie,1976,177,Drama|Romance,7.4,1739,Amitabh Bachchan|Shashi Kapoor|Rakhee Gulzar|Waheeda Rehman|Rishi Kapoor|Neetu Singh|Simi Garewal|Parikshat Sahni|,4 wins & 2 nominations,27 February 1976 (India)
tt0214832,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Kalicharan_1976_film_poster.jpg/220px-Kalicharan_1976_film_poster.jpg,Kalicharan,1976,143,Action|Adventure|Crime,6.8,223,Shatrughan Sinha|Reena Roy|Ajit|Prem Nath|Danny Denzongpa|Helen|Madan Puri|David Abraham|Krishan Dhawan|Leela Mishra|Dinesh Thakur|Sailesh Kumar|Alka|,,7 February 1976 (India)
tt0215898,https://upload.wikimedia.org/wikipedia/en/b/be/Khaan_Dost.jpg,Khaan Dost,1976,157,Action|Crime|Drama,5.6,27,Raj Kapoor|Shatrughan Sinha|Mithu Mukherjee|Yogeeta Bali|Satyendra Kapoor|Sulochana Latkar|Asit Kumar Sen|Jagdish Raj|Maruti|Prakash|Shekhar Purohit|Rajan Haksar|Samindar Pandey|Chandulal|,,23 March 1976 (India)
tt0431873,,Lagaam,1976,\N,Action,6.4,10,Vinod Khanna|Yogeeta Bali|,,
tt0266712,https://upload.wikimedia.org/wikipedia/en/e/e7/Laila_Majnu_1976.jpg,Laila Majnu,1976,140,Drama|Musical|Romance,7.1,196,Rishi Kapoor|Ranjeeta Kaur|Danny Denzongpa|Aruna Irani|Asrani|Paintal|Raza Murad|Iftekhar|Achala Sachdev|Preeti Ganguli|Sunder|Farooque Shorty|Jagdish Raj|Mumtaz Begum|,,11 November 1976 (India)
tt0298327,https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/Fakira.jpg/220px-Fakira.jpg,Fakira,1976,139,Action|Drama|Thriller,6.4,83,Shashi Kapoor|Shabana Azmi|Asrani|Aruna Irani|Danny Denzongpa|Madan Puri|Iftekhar|Achala Sachdev|Asit Kumar Sen|Satyendra Kapoor|Purnima|Ramesh Deo|Ranjan|Mukri|,2 wins & 2 nominations,6 September 1976 (India)
tt0276309,,Maa,1976,137,Drama|Family,6.5,76,Dharmendra|Hema Malini|Nirupa Roy|Ranjeet|Padma Khanna|Paintal|Brahmachari|Shashi Kiran|Rajan Haksar|Urmila Bhatt|Devar|Om Prakash|Umesh Sharma|Raj Baldev Raj|,,
tt0155846,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Maha_Chor.jpg/220px-Maha_Chor.jpg,Maha Chor,1976,\N,Action|Comedy|Drama,6.1,37,Rajesh Khanna|Neetu Singh|Prem Chopra|Aruna Irani|Kamini Kaushal|Manorama|Anwar Hussain|Krishan Dhawan|Manmohan|Rajan Haksar|Lollypop|Viju Khote|Rajpal|Birbal|,,
tt0374033,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Mazdoor_Zindabaad.jpg/220px-Mazdoor_Zindabaad.jpg,Mazdoor Zindabaad,1976,124,Drama,5.8,12,Randhir Kapoor|Parveen Babi|Manmohan Krishna|Suhail|Parijat|Ajay|Ashok Kapoor|Indira Bansal|Moolchand|,,1976 (India)
tt0268449,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Mehbooba1976.jpg/220px-Mehbooba1976.jpg,Mehbooba,1976,134,Drama|Romance,6.6,118,Rajesh Khanna|Hema Malini|Prem Chopra|Asrani|Asha Sachdev|Sujit Kumar|Manmohan Krishna|Madan Puri|Meena T.|Nasir Hussain|Leela Mishra|Harindranath Chattopadhyay|Abhimanyu Sharma|Raj Rani|,2 nominations,19 July 1976 (India)
tt0074858,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Manthan_poster.jpg/220px-Manthan_poster.jpg,Manthan,1976,134,Drama,7.7,381,Girish Karnad|Naseeruddin Shah|Smita Patil|Amrish Puri|Mohan Agashe|Anant Nag|Salim Ghouse|Kulbhushan Kharbanda|Rajendra Jaspal|Savita Bajaj|Abha Dhulia|Anjali Paigankar|Sadhu Meher|Hriday Lani|,1 win,October 1980 (USA)
tt0359728,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Naach_Uthe_Sansaar.jpg/220px-Naach_Uthe_Sansaar.jpg,Naach Uthe Sansaar,1976,132,Romance,6.1,10,Shashi Kapoor|Hema Malini|Rajendra Nath|Simi Garewal|Aruna Irani|Roopesh Kumar|Rajan Haksar|Chandrima Bhaduri|Leela Mishra|Bhushan Tiwari|Tiwari|,,
tt0074926,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Mrigayaa.jpg/220px-Mrigayaa.jpg,Mrigayaa,1977,119,Drama,6.6,101,Ajit Banerjee|Samit Bhanja|Mithun Chakraborty|Shekhar Chatterjee|Reba Roy Chowdhury|Sujal Roy Chowdhury|Anoop Kumar|Sadhu Meher|Gyanesh Mukherjee|Mamata Shankar|Ann Wright|,3 wins & 1 nomination,July 1977 (Soviet Union)
tt0074949,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Nagin_%281976%29.jpg/220px-Nagin_%281976%29.jpg,Nagin,1976,180,Action|Fantasy|Musical,6.2,371,Sunil Dutt|Feroz Khan|Vinod Mehra|Kabir Bedi|Anil Dhawan|Sanjay Khan|Rekha|Yogeeta Bali|Prema Narayan|Neelam Mehra|Reena Roy|Prem Nath|Aruna Irani|Ranjeet|,1 nomination,19 January 1976 (India)
tt0074955,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Nehle_Pe_Dehla_Poster.jpg/220px-Nehle_Pe_Dehla_Poster.jpg,Nehle Pe Dehla,1976,\N,Action|Crime|Drama,5.3,28,Sunil Dutt|Saira Banu|Vinod Khanna|Prem Nath|Om Prakash|Ranjeet|Anwar Hussain|Bindu|Dev Kumar|Trilok Kapoor|Kamini Kaushal|Bharat Bhushan|Keshav Rana|,,
tt0430508,,Raakhi Aur Rifle,1976,109,Action,6.3,7,Dara Singh|Raman Khanna|Sona Mastan Mirza|Randhawa|Asit Kumar Sen|Keshto Mukherjee|Leela Mishra|B.M. Vyas|Chand Usmani|Madhu Apte|Kumud Tripathi|Abhimanyu Sharma|Moolchand|Samir Kumar|,,
tt0380660,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Rangila_Ratan_poster.jpg/220px-Rangila_Ratan_poster.jpg,Rangila Ratan,1976,\N,Action,4.2,12,Rishi Kapoor|Parveen Babi|Ashok Kumar|Ajit|Jeevan|Durga Khote|Tun Tun|,,
tt0420139,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Sabse_Bada_Rupaiya1976.jpg/220px-Sabse_Bada_Rupaiya1976.jpg,Sabse Bada Rupaiya,1976,135,Comedy,6.6,38,Mehmood|Vinod Mehra|Moushumi Chatterjee|Farida Jalal|Sulochana Latkar|Rachna|Nivedita|Madhu|Chandrashekhar|Agha|Mukri|Sunder|Randhir|Asit Kumar Sen|,,31 March 1976 (India)
tt0269818,,Sajjo Rani,1976,\N,Drama,6.4,7,Rehana Sultan|Romesh Sharma|,,
tt0358138,https://upload.wikimedia.org/wikipedia/en/d/dd/Shankar_Shambhu.jpg,Shankar Shambhu,1976,137,Action|Crime|Drama,5.7,22,Feroz Khan|Vinod Khanna|Sulakshana Pandit|Bindu|Ajit|Sulochana Latkar|Anwar Hussain|Sudhir|Pradeep Kumar|Lalita Pawar|Kundan|Master Bhagwan|Jagdeep|Keshav Rana|,,8 March 1976 (India)
tt0259571,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Shaque_the_film.jpg/220px-Shaque_the_film.jpg,Shaque,1976,\N,Drama,7.1,42,Vinod Khanna|Shabana Azmi|Utpal Dutt|Bindu|Durga Khote|Farida Jalal|Nirmala Mathan|Omkar|Ninad Deshpande|Sunita|Ramji Koli|Arvind Deshpande|Padmakar Athavale|Balmukund Prabhu|,1 nomination,
tt0381585,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Sharafat_Chod_Di_Maine.jpg/220px-Sharafat_Chod_Di_Maine.jpg,Sharafat Chhod Di Maine,1976,115,Drama,6.1,19,Feroz Khan|Hema Malini|Neetu Singh|Dev Kumar|Jagdeep|Gurcharan Pohli|Laxmi Chhaya|Padma Khanna|Bindu|Manmohan Krishna|,,29 June 1976 (India)
tt0156082,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Seetha_Kalyanam.jpg/220px-Seetha_Kalyanam.jpg,Seeta Kalyanam,1976,125,Drama|Musical,8.1,47,Ravi Kumar|Jaya Prada|Gummadi|Mikkilineni|Dhulipala|Satyanarayana Kaikala|Nagaiah|Mukkamala|Hemalatha|Jamuna|Tyagaraaju|Prabha|,1 win & 1 nomination,1976 (India)
